convention,eps,p,F_in,C_in,P_success,F_out,gain,purity_out,C_out,N_out,concurrence_gain,bell_leakage,trace_distance_to_ideal,min_eigenvalue
pauli,0.1,0.015,0.9249999999999997,0.8499999999999993,0.8165550340457263,0.9796484344326089,0.05464843443260914,0.9598606925799008,0.9592968688652205,0.47964843443260896,0.10929686886522116,8.772759159175985e-17,0.018164976646108198,0.0053948855495676296
pauli,0.1,0.02,0.9249999999999997,0.8499999999999993,0.8034188099608298,0.973452007083124,0.04845200708312425,0.9478642065771858,0.9469040141662475,0.4734520070831243,0.09690401416624816,8.822515344655782e-17,0.024361403995593105,0.0070025090601208324
pauli,0.1,0.025,0.9249999999999997,0.8499999999999993,0.7905323785386661,0.9671854658411181,0.042185465841118375,0.935838445957431,0.934370931682237,0.4671854658411181,0.08437093168223764,2.1201673455875697e-17,0.03062794523759907,0.008636388684685503
pauli,0.1,0.03,0.9249999999999997,0.8499999999999993,0.7778920438568545,0.9608492641052414,0.035849264105241696,0.9237877314786083,0.9216985282104808,0.4608492641052414,0.0716985282104815,2.3542477657332977e-17,0.0369641469734757,0.010296567757509933
pauli,0.1,0.035,0.9249999999999997,0.8499999999999993,0.765494148266038,0.9544439186378227,0.02944391863782303,0.9117165072661961,0.9088878372756475,0.45444391863782285,0.05888783727564817,1.6310288665731155e-17,0.04336949244089432,0.011983071556153638
pauli,0.1,0.04,0.9249999999999997,0.8499999999999993,0.7533350721801687,0.947970011354698,0.02297001135469834,0.899629337833876,0.8959400227093969,0.44797001135469827,0.045940022709397565,2.013053124556429e-17,0.049843399724018966,0.013695906563811986
pauli,0.1,0.045,0.9249999999999997,0.8499999999999993,0.7414112338667924,0.941428191073176,0.01642819107317628,0.8875309046842096,0.8828563821463505,0.4414281910731763,0.032856382146351226,2.82994758703054e-17,0.05638522000554094,0.015435059733200727
pauli,0.1,0.05,0.9249999999999997,0.8499999999999993,0.7297190892373329,0.9348191752110362,0.00981917521103648,0.8754260024787723,0.8696383504220715,0.4348191752110362,0.01963835042207218,7.08170255634835e-17,0.06299423586768091,0.017200497754106675
pauli,0.1,0.055,0.9249999999999997,0.8499999999999993,0.7182551316373771,0.9281437514291901,0.0031437514291904334,0.863319534768521,0.8562875028583807,0.42814375142919026,0.006287502858381422,9.522373128172868e-18,0.06966965964952698,0.018992166326829003
pauli,0.1,0.06,0.9249999999999997,0.8499999999999993,0.7070158916369608,0.921402779210387,-0.003597220789612665,0.8512165092766042,0.8428055584207741,0.42140277921038705,-0.007194441579225219,2.248836258180487e-17,0.07641063186833004,0.0208099894438509
pauli,0.1,0.065,0.9249999999999997,0.8499999999999993,0.6959979368208518,0.9145971913661054,-0.010402808633894312,0.8391220327274154,0.8291943827322126,0.4145971913661056,-0.020805617267786736,7.040833151622301e-17,0.08321621971261163,0.022653868682200616
pauli,0.1,0.07,0.9249999999999997,0.8499999999999993,0.6851978715788349,0.9077279954635633,-0.017272004536436403,0.8270413052173972,0.8154559909271276,0.40772799546356353,-0.034544009072871695,2.3443104172251617e-17,0.09008541561515379,0.02452368250906853
pauli,0.1,0.075,0.9249999999999997,0.8499999999999993,0.6746123368959996,0.9007962751645954,-0.02420372483540434,0.8149796141250056,0.8015925503291919,0.4007962751645957,-0.048407449670807456,2.9777926841517376e-17,0.09701713591412164,0.026419285603351668
