eps,F_in_circuit,F_in_analytic,P_success_circuit,P_success_analytic,F_out_circuit,F_out_analytic,eps_prime_circuit,eps_prime_analytic,gain_circuit,purity_out,C_in,C_out,N_in,N_out,abs_err_P_success,abs_err_F_out,abs_err_eps_prime
0.14,0.8949999999999996,0.895,0.8046999999999994,0.8047000000000001,0.9954330806511743,0.9954330806511744,0.006089225798434257,0.006089225798434199,0.10043308065117473,0.9908939703054672,0.789999999999999,0.9908661613023378,0.3949999999999998,0.4954330806511744,6.661338147750939e-16,1.1102230246251565e-16,5.811323644522304e-17
0.14200000000000002,0.8934999999999996,0.8935,0.8021229999999995,0.8021229999999999,0.9952865707628378,0.9952865707628381,0.006284572316216301,0.006284572316215845,0.10178657076283815,0.9906027634125741,0.7869999999999994,0.9905731415256847,0.39349999999999985,0.495286570762838,4.440892098500626e-16,3.3306690738754696e-16,4.562322741819003e-16
0.14400000000000002,0.8919999999999996,0.892,0.7995519999999996,0.799552,0.9951372768750497,0.99513727687505,0.006483630833267047,0.00648363083326663,0.10313727687505014,0.9903060818516864,0.783999999999999,0.9902745537501219,0.3919999999999997,0.4951372768750498,4.440892098500626e-16,3.3306690738754696e-16,4.172009959724221e-16
0.146,0.8904999999999997,0.8905000000000001,0.7969869999999996,0.796987,0.9949851754169138,0.994985175416914,0.006686432777448292,0.006686432777448063,0.10448517541691404,0.9900038821212933,0.7809999999999999,0.9899703508338284,0.39049999999999985,0.4949851754169139,4.440892098500626e-16,2.220446049250313e-16,2.2898349882893854e-16
0.148,0.8889999999999997,0.889,0.7944279999999995,0.794428,0.9948302426399873,0.9948302426399875,0.006893009813350244,0.006893009813349981,0.10583024263998764,0.9896961204681901,0.7779999999999999,0.9896604852799704,0.3889999999999998,0.4948302426399873,5.551115123125783e-16,2.220446049250313e-16,2.6281060661048627e-16
0.15,0.8874999999999996,0.8875,0.7918749999999994,0.791875,0.9946724546172058,0.994672454617206,0.00710339384372564,0.007103393843725336,0.10717245461720615,0.9893827528874862,0.7750000000000006,0.9893449092344061,0.38749999999999973,0.4946724546172059,5.551115123125783e-16,2.220446049250313e-16,3.0444397003392965e-16
0.152,0.8859999999999997,0.886,0.7893279999999995,0.789328,0.9945117872418056,0.9945117872418057,0.007317617010925925,0.007317617010925749,0.10851178724180588,0.9890637351226503,0.7719999999999997,0.9890235744836282,0.3859999999999998,0.49451178724180567,5.551115123125783e-16,1.1102230246251565e-16,1.7607443281164592e-16
0.154,0.8844999999999996,0.8845000000000001,0.7867869999999997,0.786787,0.9943482162262465,0.9943482162262467,0.007535711698338036,0.0075357116983376694,0.10984821622624685,0.9887390226655937,0.7689999999999988,0.9886964324524967,0.38449999999999984,0.4943482162262467,3.3306690738754696e-16,2.220446049250313e-16,3.668940151690947e-16
0.156,0.8829999999999996,0.883,0.7842519999999994,0.7842520000000001,0.9941817171011358,0.9941817171011359,0.007757710531818951,0.007757710531818854,0.11118171710113622,0.9884085707567936,0.7660000000000002,0.9883634342022752,0.3829999999999999,0.494181717101136,6.661338147750939e-16,1.1102230246251565e-16,9.71445146547012e-17
0.158,0.8814999999999995,0.8815,0.7817229999999993,0.7817230000000001,0.9940122652141488,0.9940122652141488,0.007983646381134987,0.007983646381135004,0.11251226521414925,0.9880723343854521,0.7629999999999997,0.9880245304282902,0.38149999999999973,0.49401226521414876,7.771561172376096e-16,0.0,1.734723475976807e-17
0.16,0.8799999999999997,0.88,0.7791999999999996,0.7792,0.9938398357289526,0.9938398357289527,0.0082135523613965,0.008213552361396304,0.11383983572895295,0.9877302682897005,0.759999999999999,0.9876796714578919,0.3799999999999998,0.4938398357289526,4.440892098500626e-16,1.1102230246251565e-16,1.960237527853792e-16
0.162,0.8784999999999997,0.8785000000000001,0.7766829999999995,0.776683,0.9936644036241297,0.9936644036241298,0.008447461834493778,0.00844746183449361,0.11516440362412994,0.9873823269568438,0.7569999999999998,0.9873288072482456,0.37849999999999984,0.4936644036241298,5.551115123125783e-16,1.1102230246251565e-16,1.682681771697503e-16
0.164,0.8769999999999997,0.877,0.7741719999999995,0.774172,0.9934859436920993,0.9934859436920994,0.00868540841053426,0.008685408410534095,0.11648594369209964,0.9870284646236422,0.7539999999999998,0.9869718873841942,0.3769999999999998,0.4934859436920995,4.440892098500626e-16,1.1102230246251565e-16,1.6479873021779667e-16
0.166,0.8754999999999996,0.8755,0.7716669999999993,0.771667,0.9933044305380427,0.993304430538043,0.00892742594927635,0.00892742594927605,0.11780443053804313,0.9866686352766458,0.7509999999999998,0.9866088610760935,0.3754999999999997,0.49330443053804296,6.661338147750939e-16,2.220446049250313e-16,3.0010716134398763e-16
