q,F_star_step3,F_star_step4,F_star_4qubit,P_success_star_4qubit
0.05525,0.8668072009885086,0.897864322456658,0.9341740654667248,0.7382865234922011
0.0555,0.8661073930170273,0.8973714304527343,0.9338179379016248,0.7372228773245373
0.05575,0.8654063862211883,0.8968781943139871,0.93346116994884,0.7361602409357372
0.056,0.8647041743544498,0.8963846129095344,0.9331037596534493,0.7350986132600161
0.05625,0.8640007511194934,0.8958906851032844,0.932745705051208,0.7340379932305742
0.0565,0.8632961101676333,0.8953964097539016,0.9323870041684826,0.7329783797795821
0.05675,0.862590245098219,0.8949017857147722,0.9320276550221893,0.7319197718381738
0.057,0.8618831494580309,0.8944068118339707,0.9316676556197278,0.7308621683364325
0.05725,0.8611748167406643,0.8939114869542257,0.9313070039589183,0.7298055682033827
0.0575,0.8604652403859046,0.8934158099128822,0.9309456980279338,0.7287499703669746
0.05775,0.8597544137790928,0.8929197795418695,0.9305837358052365,0.727695373754077
0.058,0.8590423302504819,0.8924233946676634,0.930221115259509,0.7266417772904619
0.05825,0.8583289830745842,0.8919266541112522,0.9298578343495887,0.7255891799007967
0.0585,0.8576143654695053,0.8914295566880991,0.9294938910243988,0.7245375805086292
0.058750000000000004,0.8568984705962708,0.8909321012081056,0.9291292832228808,0.7234869780363768
0.059000000000000004,0.8561812915581428,0.890434286475576,0.9287640088739245,0.7224373714053147
0.059250000000000004,0.8554628213999227,0.8899361112891798,0.9283980658962994,0.7213887595355652
0.059500000000000004,0.8547430531072455,0.8894375744419136,0.9280314521985833,0.7203411413460828
0.059750000000000004,0.854021979605863,0.8889386747210637,0.9276641656790916,0.7192945157546423
0.06,0.8532995937609142,0.888439410908168,0.9272962042258064,0.7182488816778285
0.06025,0.8525758883761871,0.8879397817789787,0.9269275657163036,0.7172042380310226
0.0605,0.8518508561933633,0.887439786103422,0.9265582480176803,0.716160583728388
0.06075,0.8511244898912573,0.8869394226455593,0.9261882489864801,0.7151179176828586
0.061,0.8503967820850381,0.8864386901635485,0.9258175664686209,0.7140762388061268
0.06125,0.849667725325442,0.8859375874096036,0.9254461982993177,0.7130355460086285
0.0615,0.8489373120979705,0.8854361131299557,0.925074142303009,0.7119958381995323
0.06175,0.8482055348220763,0.8849342660648107,0.9247013962932791,0.7109571142867237
0.062,0.8474723858503347,0.8844320449483101,0.924327958072781,0.7099193731767928
0.06225,0.8467378574676054,0.8839294485084886,0.9239538254331595,0.7088826137750206
0.0625,0.8460019418901732,0.8834264754672346,0.9235789961549723,0.7078468349853663
0.06275,0.8452646312648835,0.8829231245402452,0.9232034680076104,0.7068120357104506
0.063,0.8445259176682569,0.8824193944369869,0.9228272387492185,0.7057782148515448
0.06325,0.8437857931055914,0.8819152838606512,0.922450306126614,0.7047453713085546
0.0635,0.8430442495100513,0.8814107915081125,0.9220726678752068,0.7037135039800081
0.06375,0.8423012787417369,0.8809059160698838,0.9216943217189146,0.7026826117630383
0.064,0.8415568725867438,0.8804006562300739,0.921315265370082,0.7016526935533698
0.06425,0.8408110227562018,0.8798950106663425,0.9209354965293959,0.7006237482453062
0.0645,0.8400637208852999,0.8793889780498559,0.9205550128858009,0.6995957747317123
0.06475,0.8393149585322949,0.8788825570452427,0.9201738121164138,0.6985687719039997
0.065,0.8385647271775022,0.8783757463105464,0.9197918918864376,0.6975427386521129
0.06525,0.8378130182222695,0.8778685444971819,0.9194092498490745,0.6965176738645127
0.0655,0.837059822987935,0.8773609502498889,0.9190258836454376,0.6954935764281622
0.06575,0.8363051327147636,0.8768529622066835,0.9186417909044631,0.6944704452285093
0.066,0.835548938560868,0.8763445789988131,0.918256969242819,0.6934482791494714
0.06625,0.8347912316011123,0.8758357992507086,0.9178714162648172,0.6924270770734215
0.0665,0.8340320028259912,0.8753266215799358,0.9174851295623196,0.6914068378811694
0.06675,0.8332712431404943,0.8748170445971475,0.9170981067146476,0.6903875604519463
0.067,0.8325089433629503,0.8743070669060349,0.9167103452884886,0.6893692436633889
0.06725,0.8317450942238477,0.8737966871032774,0.916321842837801,0.6883518863915217
0.0675,0.8309796863646388,0.8732859037784955,0.915932596903722,0.6873354875107429
0.06775,0.8302127103365182,0.8727747155141972,0.9155426050144679,0.6863200458938034
0.068,0.8294441565991824,0.8722631208857298,0.9151518646852407,0.6853055604117924
0.06825,0.8286740155195683,0.8717511184612281,0.9147603734181291,0.6842920299341204
0.0685,0.8279022773705649,0.8712387068015637,0.9143681287020091,0.6832794533284995
0.06875,0.8271289323297046,0.8707258844602911,0.9139751280124457,0.6822678294609275
0.069,0.8263539704778318,0.8702126499835969,0.9135813688115917,0.6812571571956696
0.06925,0.8255773817977442,0.8696990019102467,0.9131868485480847,0.6802474353952395
0.0695,0.8247991561728131,0.8691849387715309,0.912791564656948,0.6792386629203837
0.06975,0.8240192833855734,0.8686704590912113,0.9123955145594831,0.67823083863006
0.07,0.8232377531162932,0.8681555613854663,0.9119986956631667,0.6772239613814198
0.07025,0.8224545549415141,0.8676402441628366,0.9116011053615458,0.6762180300297913
0.07050000000000001,0.8216696783325625,0.8671245059241685,0.9112027410341295,0.6752130434286578
0.07075000000000001,0.8208831126540382,0.8666083451625588,0.9108036000462816,0.6742090004296398
0.07100000000000001,0.8200948471622695,0.8660917603632987,0.9104036797491113,0.673205899882475
0.07125000000000001,0.8193048710037435,0.8655747500038152,0.9100029774793645,0.6722037406349994
0.07150000000000001,0.8185131732135047,0.865057312553615,0.9096014905593114,0.6712025215331278
0.07175000000000001,0.817719742713522,0.8645394464742253,0.9091992162966339,0.6702022414208317
0.07200000000000001,0.8169245683110274,0.8640211502191356,0.9087961519843134,0.669202899140121
0.07225,0.8161276386968231,0.863502422233739,0.9083922949005159,0.6682044935310237
0.0725,0.8153289424435513,0.8629832609552709,0.9079876423084748,0.6672070234315632
0.07275,0.8145284680039363,0.8624636648127494,0.9075821914563765,0.6662104876777393
0.073,0.8137262037089906,0.8619436322269145,0.9071759395772404,0.665214885103506
0.07325,0.8129221377661848,0.8614231616101663,0.9067688838887995,0.6642202145407506
0.0735,0.8121162582575836,0.8609022513665029,0.9063610215933813,0.6632264748192723
0.07375,0.811308553137944,0.8603808998914576,0.9059523498777851,0.6622336647667598
0.074,0.810499010232776,0.8598591055720349,0.9055428659131579,0.6612417832087693
0.07425,0.8096876172363663,0.8593368667866474,0.9051325668548722,0.6602508289687019
0.0745,0.8088743617097626,0.8588141819050519,0.9047214498423986,0.6592608008677826
0.07475,0.8080592310787139,0.8582910492882811,0.9043095119991799,0.6582716977250356
0.075,0.8072422126315759,0.8577674672885814,0.9038967504325018,0.6572835183572615
0.07525,0.8064232935171677,0.8572434342493435,0.9034831622333644,0.6562962615790149
0.0755,0.8056024607425911,0.8567189485050375,0.9030687444763513,0.6553099262025819
0.07575,0.8047797011710006,0.856194008381143,0.9026534942194953,0.6543245110379516
0.076,0.8039550015193297,0.8556686121940822,0.9022374085041466,0.6533400148927975
0.07625,0.8031283483559718,0.8551427582511497,0.9018204843548372,0.6523564365724495
0.0765,0.8022997280984125,0.854616444850443,0.9014027187791442,0.6513737748798714
0.07675,0.8014691270108114,0.854089670280792,0.9009841087675511,0.6503920286156342
0.077,0.8006365312015343,0.8535624328216875,0.9005646512933096,0.6494111965778926
0.07725,0.7998019266206359,0.8530347307432096,0.9001443433122969,0.6484312775623573
0.0775,0.7989652990572871,0.8525065623059545,0.899723181762875,0.6474522703622723
0.07775,0.7981266341371486,0.8519779257609619,0.8993011635657451,0.6464741737683857
0.078,0.7972859173196893,0.851448819349639,0.8988782856238033,0.6454969865689258
0.07825,0.796443133895447,0.850919241303688,0.8984545448219917,0.6445207075495719
0.0785,0.7955982689832318,0.8503891898450296,0.8980299380271523,0.6435453354934311
0.07875,0.7947513075272666,0.8498586631857252,0.8976044620878734,0.6425708691810066
0.079,0.7939022342942684,0.8493276595279008,0.89717811383434,0.6415973073901732
0.07925,0.7930510338704653,0.84879617706367,0.8967508900781793,0.640624648896148
0.0795,0.7921976906585485,0.8482642139750534,0.8963227876123057,0.6396528924714637
0.07975,0.7913421888745563,0.8477317684339003,0.8958938032107625,0.6386820368859377
0.08,0.7904845125446905,0.8471988386018072,0.895463933628565,0.637712080906645
0.08025,0.7896246455020635,0.8466654226300374,0.8950331756015388,0.6367430232978885
0.0805,0.7887625713833701,0.8461315186594398,0.8946015258461575,0.6357748628211695
0.08075,0.787898273625486,0.8455971248203634,0.8941689810593795,0.6348075982351581
0.081,0.7870317354619913,0.8450622392325762,0.8937355379184807,0.6338412282956616
0.08125,0.7861629399196132,0.8445268600051785,0.8933011930808878,0.6328757517555951
0.0815,0.7852918698145892,0.8439909852365199,0.892865943184009,0.6319111673649516
0.08175,0.7844185077489463,0.8434546130141103,0.8924297848450611,0.6309474738707677
0.082,0.7835428361066966,0.8429177414145341,0.8919927146608972,0.629984670017095
0.08225,0.7826648370499408,0.8423803685033611,0.891554729207831,0.6290227545449651
0.0825,0.7817844925148894,0.8418424923350593,0.8911158250414597,0.628061726192361
0.08275,0.78090178420778,0.8413041109529027,0.8906759986964836,0.6271015836941797
0.083,0.7800166936007092,0.8407652223888802,0.8902352466865262,0.6261423257822023
0.08325,0.7791292019273602,0.840225824663606,0.8897935655039495,0.6251839511850589
0.0835,0.7782392901786322,0.839685915786225,0.8893509516196696,0.6242264586281961
0.08375,0.7773469390981624,0.8391454937543188,0.8889074014829677,0.6232698468338402
0.084,0.7764521291777443,0.8386045565538109,0.8884629115213014,0.6223141145209643
0.08425,0.7755548406526335,0.8380631021588718,0.8880174781401124,0.621359260405252
0.0845,0.7746550534967426,0.8375211285318209,0.8875710977226321,0.6204052831990627
0.08475,0.7737527474177129,0.8369786336230287,0.8871237666296851,0.6194521816113944
0.085,0.772847901851874,0.8364356153708183,0.8866754811994915,0.6184999543478479
