p,eps0,n,F,C
0.19,0.1,12,0.4748023587002644,0.0
0.19,0.1,13,0.46523122658351235,0.0
0.19,0.1,14,0.4561356849143667,0.0
0.19,0.1,15,0.44743025812768944,0.0
0.19,0.1,16,0.43904871494232167,0.0
0.19,0.1,17,0.4309396430392123,0.0
0.19,0.1,18,0.4230633622920964,0.0
0.19,0.1,19,0.41538972784884964,0.0
0.19,0.1,20,0.40789653226238237,0.0
0.19,0.1,21,0.40056831138672677,0.0
0.19,0.1,22,0.3933954182822184,0.0
0.19,0.1,23,0.38637326777173797,0.0
0.19,0.1,24,0.3795016802583382,0.0
0.19,0.1,25,0.37278427222425614,0.0
0.19,0.1,26,0.36622785573337013,0.0
0.19,0.1,27,0.35984182221463273,0.0
0.19,0.1,28,0.3536374978611988,0.0
0.19,0.1,29,0.3476274694804088,0.0
0.19,0.1,30,0.34182489035260777,0.0
0.19,0.1,31,0.33624278496909094,0.0
0.19,0.1,32,0.3308933785668466,0.0
0.19,0.1,33,0.32578748131568136,0.0
0.19,0.1,34,0.320933957249931,0.0
0.19,0.1,35,0.31633930443532987,0.0
0.19,0.1,36,0.3120073658466111,0.0
0.19,0.1,37,0.30793918096436423,0.0
0.19,0.1,38,0.3041329775200222,0.0
0.19,0.1,39,0.300584292591479,0.0
0.19,0.1,40,0.2972862036943005,0.0
0.19,0.5,0,0.625,0.25000000000000006
0.19,0.5,1,0.5910186157705901,0.18203723154118023
0.19,0.5,2,0.5668065099711973,0.13361301994239438
0.19,0.5,3,0.5474794798503854,0.09495895970077062
0.19,0.5,4,0.5311864231060925,0.06237284621218517
0.19,0.5,5,0.5169751950787583,0.03395039015751661
0.19,0.5,6,0.5042754173055403,0.008550834611080554
0.19,0.5,7,0.49271396970321385,0.0
0.19,0.5,8,0.48203247368116475,0.0
0.19,0.5,9,0.4720447527089091,0.0
0.19,0.5,10,0.4626127348536707,0.0
0.19,0.5,11,0.45363187178826964,0.0
0.19,0.5,12,0.4450218788591679,0.0
0.19,0.5,13,0.4367206333974161,0.0
0.19,0.5,14,0.4286800348209766,0.0
0.19,0.5,15,0.42086312611478016,0.0
0.19,0.5,16,0.41324204646232154,0.0
0.19,0.5,17,0.4057965390895038,0.0
0.19,0.5,18,0.39851283003411386,0.0
0.19,0.5,19,0.39138275003997586,0.0
0.19,0.5,20,0.38440300805153016,0.0
0.19,0.5,21,0.37757454940196705,0.0
0.19,0.5,22,0.3709019498267175,0.0
0.19,0.5,23,0.36439281096536563,0.0
0.19,0.5,24,0.35805713583508864,0.0
0.19,0.5,25,0.35190667476266463,0.0
0.19,0.5,26,0.3459542436521346,0.0
0.19,0.5,27,0.34021302690564287,0.0
0.19,0.5,28,0.3346958860991539,0.0
0.19,0.5,29,0.3294147017723279,0.0
0.19,0.5,30,0.3243797786298088,0.0
0.19,0.5,31,0.3195993435919099,0.0
0.19,0.5,32,0.3150791614949614,0.0
0.19,0.5,33,0.3108222854125529,0.0
0.19,0.5,34,0.3068289486393622,0.0
0.19,0.5,35,0.3030965947532151,0.0
0.19,0.5,36,0.29962003229917644,0.0
0.19,0.5,37,0.29639169274937616,0.0
0.19,0.5,38,0.2934019652851976,0.0
0.19,0.5,39,0.29063957990845746,0.0
0.19,0.5,40,0.28809201121053435,0.0
0.19,0.8,0,0.3999999999999998,0.0
0.19,0.8,1,0.3900470987910937,0.0
0.19,0.8,2,0.3813136905020665,0.0
0.19,0.8,3,0.37333580042454717,0.0
0.19,0.8,4,0.3658851900923051,0.0
0.19,0.8,5,0.35884330075837567,0.0
0.19,0.8,6,0.3521475152010968,0.0
0.19,0.8,7,0.3457655258545643,0.0
0.19,0.8,8,0.3396819731812901,0.0
0.19,0.8,9,0.33389092961084954,0.0
0.19,0.8,10,0.32839138313359395,0.0
0.19,0.8,11,0.32318437726989013,0.0
0.19,0.8,12,0.3182711421551224,0.0
0.19,0.8,13,0.31365187259441585,0.0
0.19,0.8,14,0.30932496476069005,0.0
0.19,0.8,15,0.3052865986864143,0.0
0.19,0.8,16,0.3015305892979273,0.0
0.19,0.8,17,0.2980484449829488,0.0
0.19,0.8,18,0.2948295804132287,0.0
0.19,0.8,19,0.2918616352846042,0.0
0.19,0.8,20,0.2891308555633012,0.0
0.19,0.8,21,0.28662249976300536,0.0
0.19,0.8,22,0.2843212397344098,0.0
0.19,0.8,23,0.2822115329395502,0.0
0.19,0.8,24,0.2802779505681031,0.0
0.19,0.8,25,0.2785054525596332,0.0
0.19,0.8,26,0.27687960622836977,0.0
0.19,0.8,27,0.2753867495533054,0.0
0.19,0.8,28,0.2740141032839591,0.0
0.19,0.8,29,0.2727498379392259,0.0
0.19,0.8,30,0.27158310273751474,0.0
0.19,0.8,31,0.27050402371377436,0.0
0.19,0.8,32,0.26950367797021973,0.0
0.19,0.8,33,0.26857405036298293,0.0
0.19,0.8,34,0.2677079781003273,0.0
0.19,0.8,35,0.2668990878349584,0.0
0.19,0.8,36,0.26614172895384225,0.0
0.19,0.8,37,0.26543090595508145,0.0
0.19,0.8,38,0.26476221208137835,0.0
0.19,0.8,39,0.264131765765447,0.0
0.19,0.8,40,0.2635361509351496,0.0
