eps,F_in,p_star_replace,p_star_pauli,weak_noise_slope_K
0.44,0.6699999999999999,0.1589587113434879,0.14902379188451992,1.5969722754795026
0.442,0.6685,0.1592458237690273,0.14929295978346308,1.5994995081892875
0.444,0.667,0.15953049037058448,0.14955983472242296,1.6020089172614114
0.446,0.6655,0.15981272003966926,0.14982442503718993,1.6045000975812425
0.448,0.6639999999999999,0.16009252155817472,0.1500867389607888,1.6069726395040462
0.45,0.6625,0.16036990359931635,0.15034678462435908,1.6094261288388765
0.452,0.661,0.16064487472855332,0.15060457005801875,1.611860146833277
0.454,0.6595,0.16091744340449576,0.15086010319171478,1.6142742701588138
0.456,0.6579999999999999,0.1611876179797973,0.15111339185606,1.6166680708974848
0.458,0.6565,0.1614554067020338,0.15136444378315667,1.6190411165290122
0.46,0.655,0.16172081771456548,0.15161326660740515,1.6213929699190675
0.462,0.6535,0.16198385905738696,0.1518598678663003,1.6237231893084447
0.464,0.6519999999999999,0.16224453866796132,0.15210425500121375,1.6260313283032237
0.466,0.6505,0.16250286438204223,0.15234643535816458,1.6283169358659426
0.468,0.649,0.162758843934481,0.15258641618857594,1.6305795563078198
0.47000000000000003,0.6475,0.1630124849600207,0.1528242046500194,1.6328187292820522
0.47200000000000003,0.6459999999999999,0.1632637949940761,0.15305980780694634,1.6350339897782262
0.47400000000000003,0.6445,0.1635127814735022,0.15329323263140832,1.637224868117869
0.47600000000000003,0.643,0.16375945173734788,0.15352448600376364,1.6393908899511762
0.47800000000000004,0.6415,0.16400381302759817,0.15375357471337328,1.6415315762549525
0.48000000000000004,0.6399999999999999,0.1642458724899025,0.1539805054592836,1.643646443331793
0.482,0.6385000000000001,0.16448563717429138,0.15420528485089816,1.6457350028105455
0.484,0.637,0.16472311403588114,0.15442791940863856,1.6477967616480835
0.486,0.6355,0.16495830993556515,0.15464841556459233,1.649831222132432
0.488,0.634,0.16519123164069338,0.15486677966315004,1.6518378818872792
0.49,0.6325000000000001,0.16542188582574152,0.15508301796163268,1.6538162338779063
0.492,0.631,0.16565027907296612,0.15529713663090575,1.6557657664185783
0.494,0.6295,0.16587641787304938,0.1555091417559838,1.6576859631814342
0.496,0.628,0.16610030862573255,0.15571903933662426,1.6595763032069042
0.498,0.6265000000000001,0.1663219576404373,0.15592683528791,1.661436260915706
0.5,0.625,0.16654137113687628,0.1561325354408215,1.663265306122449
0.502,0.6234999999999999,0.1667585552456526,0.15633614554279932,1.665062904050887
0.504,0.622,0.1669735160088482,0.15653767125829518,1.6668285153508648
0.506,0.6205,0.16718625938060128,0.15673711816931368,1.668561596116989
0.508,0.619,0.1673967912276737,0.1569344917759441,1.6702615979090725
0.51,0.6174999999999999,0.16760511733000638,0.157129797496881,1.6719279677743843
0.512,0.616,0.16781124338126552,0.1573230406699364,1.6735601482717573
0.514,0.6145,0.16801517498937776,0.15751422655254166,1.6751575774975787
0.516,0.613,0.16821691767705566,0.15770336032223967,1.6767196891137226
0.518,0.6114999999999999,0.1684164768823124,0.15789044707716787,1.678245912377453
0.52,0.61,0.1686138579589658,0.15807549183653044,1.6797356721733474
0.522,0.6085,0.16880906617713426,0.15825849954106336,1.6811883890472772
0.524,0.607,0.16900210672372126,0.15843947505348868,1.6826034792424935
0.526,0.6054999999999999,0.16919298470289104,0.15861842315896035,1.683980354737858
0.528,0.604,0.16938170513653295,0.15879534856549965,1.6853184232882594
0.53,0.6025,0.16956827296471863,0.1589702559044237,1.6866170884672682
0.532,0.601,0.1697526930461483,0.15914314973076402,1.687875749712059
0.534,0.5994999999999999,0.16993497015858708,0.15931403452367537,1.6890938023706568
0.536,0.598,0.17011510899929344,0.1594829146868376,1.6902706377515457
0.538,0.5965,0.170293114185437,0.15964979454884717,1.691405643175681
0.54,0.595,0.17046899025450882,0.15981467836360203,1.6924982020309551
0.542,0.5934999999999999,0.1706427416647208,0.15997757031067575,1.693547693829155
0.544,0.592,0.17081437279539716,0.16013847449568483,1.6945534942654592
0.546,0.5905,0.17098388794735672,0.16029739495064693,1.6955149752805168
0.548,0.589,0.17115129134328694,0.1604543356343315,1.696431505125152
0.55,0.5874999999999999,0.17131658712810732,0.1606093004326006,1.6973024484277384
0.552,0.586,0.17147977936932646,0.16076229315874355,1.6981271662642876
0.554,0.5845,0.17164087205738934,0.1609133175538025,1.698905016231295
0.556,0.583,0.17179986910601494,0.16106237728688902,1.6996353525213823
0.558,0.5814999999999999,0.17195677435252793,0.16120947595549492,1.7003175260017924
0.56,0.58,0.17211159155817313,0.1613546170857873,1.7009508842957595
0.562,0.5785,0.17226432440845338,0.16149780413292505,1.7015347718668192
0.5640000000000001,0.577,0.17241497651339852,0.1616390404813111,1.702068530106082
0.5660000000000001,0.5754999999999999,0.17256355140788535,0.1617783294448925,1.7025514974225284
0.5680000000000001,0.574,0.17271005255192126,0.16191567426742617,1.7029830093363474
0.5700000000000001,0.5725,0.1728544833309243,0.16205107812274153,1.7033623985753887
0.5720000000000001,0.571,0.17299684705599508,0.1621845441149954,1.7036889951747356
0.5740000000000001,0.5694999999999999,0.1731371469641794,0.16231607527891817,1.7039621265794629
0.5760000000000001,0.568,0.1732753862187264,0.162445674580056,1.7041811177506114
0.5780000000000001,0.5665,0.17341156790933487,0.16257334491500144,1.7043452912744168
0.58,0.5650000000000001,0.1735456950523945,0.16269908911161984,1.7044539674748342
0.582,0.5635,0.17367777059121664,0.1628229099292656,1.7045064645293901
0.584,0.562,0.1738077973962596,0.16294481005899336,1.7045020985884076
0.586,0.5605,0.17393577826534495,0.1630647921237609,1.7044401838976335
0.588,0.559,0.17406171592386496,0.1631828586786234,1.7043200329243033
0.59,0.5575,0.17418561302498453,0.163299012210923,1.7041409564866825
0.592,0.556,0.17430747214983386,0.16341325514046925,1.7039022638871126
0.594,0.5545,0.17442729580769362,0.16352558981971277,1.7036032630485942
0.596,0.553,0.17454508643617248,0.1636360185339117,1.7032432606549452
0.598,0.5515,0.17466084640137783,0.16374454350129172,1.7028215622945497
0.6,0.55,0.17477457799807677,0.16385116687319698,1.7023374726077427
0.602,0.5485,0.1748862834498523,0.16395589073423653,1.7017902954378492
0.604,0.547,0.17499596490924946,0.16405871710242137,1.7011793339858963
0.606,0.5455,0.17510362445791522,0.16415964792929552,1.700503890969044
0.608,0.544,0.17520926410673066,0.16425868510005998,1.699763268782732
0.61,0.5425,0.1753128857959353,0.16435583043368934,1.6989567696665886
0.612,0.541,0.17541449139524376,0.16445108568304104,1.6980836958741008
0.614,0.5395,0.17551408270395602,0.16454445253495878,1.6971433498460768
0.616,0.538,0.17561166145105886,0.16463593261036769,1.6961350343879147
0.618,0.5365,0.1757072292953206,0.16472552746436306,1.6950580528506898
0.62,0.535,0.17580078782537742,0.16481323858629132,1.6939117093160723
0.622,0.5335,0.17589233855981418,0.1648990673998258,1.6926953087850931
0.624,0.532,0.17598188294723557,0.16498301526303336,1.691408157370759
0.626,0.5305,0.17606942236633133,0.16506508346843562,1.690049562494528
0.628,0.529,0.17615495812593293,0.16514527324306214,1.6886188330866463
0.63,0.5275,0.17623849146506396,0.16522358574849746,1.6871152797903564
0.632,0.526,0.1763200235529815,0.16530002208092015,1.685538215169965
0.634,0.5245,0.1763995554892123,0.16537458327113652,1.6838869539227816
0.636,0.523,0.1764770883035791,0.16544727028460543,1.6821608130949093
0.638,0.5215,0.17655262295622096,0.16551808402145715,1.6803591123008932
0.64,0.52,0.17662616033760536,0.16558702531650504,1.678481173947206
0.642,0.5185,0.1766977012685342,0.16565409493925082,1.6765263234595678
0.644,0.517,0.1767672465001397,0.16571929359388096,1.6744938895140744
0.646,0.5155,0.17683479671387614,0.16578262191925888,1.6723832042721256
0.648,0.514,0.17690035252150063,0.16584408048890684,1.6701936036191238
0.65,0.5125,0.17696391446504958,0.16590366981098398,1.6679244274069296
0.652,0.511,0.17702548301680468,0.16596139032825438,1.6655750197000325
0.654,0.5095,0.17708505857925388,0.16601724241805052,1.6631447290254222
0.656,0.508,0.17714264148504258,0.1660712263922274,1.6606329086261136
0.658,0.5065,0.17719823199691914,0.1661233424971117,1.6580389167182983
0.66,0.505,0.17725183030767125,0.1661735909134418,1.6553621167520782
0.662,0.5035,0.17730343654005554,0.16622197175630207,1.6526018776757363
0.664,0.502,0.17735305074671887,0.16626848507504893,1.6497575742035029
0.666,0.5005,0.1774006729101122,0.16631313085323018,1.6468285870867612
0.668,0.499,0.17744630294239674,0.16635590900849695,1.643814303388642
0.67,0.49749999999999994,0.17748994068534324,0.16639681939250928,1.6407141167619455
