circuit,n_cnot,case,case_kind,p_in_PhiP,p_in_PhiM,p_in_PsiP,p_in_PsiM,q,p_out_PhiP,p_out_PhiM,p_out_PsiP,p_out_PsiM,max_bell_offdiag,trace_weight,trace_weight_meaning,norm_err,min_bell_pop,backend_cross_check
Type3,16,random_boundary_06,random,0.6655045881714952,0.05717619290727008,0.048404756749039886,0.22891446217219497,0.001,0.8817484134734576,0.007595774957553138,0.005559559640887732,0.10509625192810147,1.0370741670347812e-16,0.49493154263622374,parity_visibility,1.1102230246251565e-16,0.005559559640887732,
Type3,16,random_boundary_06,random,0.6655045881714952,0.05717619290727008,0.048404756749039886,0.22891446217219497,0.005,0.87205524920353,0.011848151271232742,0.009073918494645927,0.10702268103059116,3.0459502548657597e-17,0.47168369520818376,parity_visibility,2.220446049250313e-16,0.009073918494645927,
Type3,16,random_boundary_06,random,0.6655045881714952,0.05717619290727008,0.048404756749039886,0.22891446217219497,0.01,0.8600403923953974,0.01710648936936131,0.013435596883376885,0.1094175213518643,4.989538094464335e-17,0.44407281330675064,parity_visibility,0.0,0.013435596883376885,
Type3,16,random_boundary_06,random,0.6655045881714952,0.05717619290727008,0.048404756749039886,0.22891446217219497,0.02,0.8363531636827348,0.027431680612942495,0.022053053048842596,0.1141621026554801,1.8580386568739951e-16,0.39336474647751896,parity_visibility,0.0,0.022053053048842596,
Type3,16,random_boundary_06,random,0.6655045881714952,0.05717619290727008,0.048404756749039886,0.22891446217219497,0.05,0.7681013793515773,0.056857632344165854,0.04702707980559384,0.1280139084986628,2.2167856937618656e-17,0.27204692249925383,parity_visibility,2.220446049250313e-16,0.04702707980559384,
Type3,16,random_boundary_06,random,0.6655045881714952,0.05717619290727008,0.048404756749039886,0.22891446217219497,0.1,0.6641392081152017,0.10064814653229656,0.08552494813587501,0.14968769721662664,8.179320812417766e-17,0.14456984441029547,parity_visibility,1.1102230246251565e-16,0.08552494813587501,
Type3,16,random_boundary_06,random,0.6655045881714952,0.05717619290727008,0.048404756749039886,0.22891446217219497,0.15,0.5730250563970711,0.13781425399582053,0.1198023816595943,0.16935830794751397,2.614934453284434e-16,0.07500457230639031,parity_visibility,1.1102230246251565e-16,0.1198023816595943,
Type3,16,random_boundary_06,random,0.6655045881714952,0.05717619290727008,0.048404756749039886,0.22891446217219497,0.2,0.4951477672014663,0.1684626584578879,0.14959554390828178,0.18679403043236373,1.3385397083637634e-16,0.03787869841138357,parity_visibility,2.220446049250313e-16,0.14959554390828178,
Type3,16,random_boundary_06,random,0.6655045881714952,0.05717619290727008,0.048404756749039886,0.22891446217219497,0.3,0.37841649316262504,0.2117032707540484,0.1954485933422326,0.21443164274109383,3.928248167087004e-16,0.00876361294388904,parity_visibility,1.1102230246251565e-16,0.1954485933422326,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.0,7.523733292551044e-05,0.7718174888542005,6.969330953469625e-06,0.2281003044819202,1.2589907798362545e-16,0.534787220843226,parity_visibility,3.3306690738754696e-16,6.969330953469625e-06,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.0001,0.00017874224675961965,0.7716223645234446,9.690992653244009e-05,0.2281019833032631,1.0033547608785114e-16,0.5341388902567875,parity_visibility,2.220446049250313e-16,9.690992653244009e-05,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.001,0.0011093093190825897,0.7698677437468413,0.0009057489596574287,0.2281171979744187,8.794665094837136e-17,0.5283372320629087,parity_visibility,0.0,0.0009057489596574287,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.005,0.005223836620783505,0.7621021675885248,0.004486893489619755,0.22818710230107192,6.28307032326916e-17,0.5032647575111044,parity_visibility,0.0,0.004486893489619755,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.01,0.010317824123727008,0.7524708653886043,0.008931627392663503,0.22827968309500485,8.265680413646374e-17,0.4735032243898678,parity_visibility,2.220446049250313e-16,0.008931627392663503,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.02,0.0203405862712693,0.733463692030285,0.017713824116004213,0.22848189758244122,1.0182996929289098e-16,0.4188957957454169,parity_visibility,2.220446049250313e-16,0.017713824116004213,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.05,0.049063672994259545,0.6785453011520596,0.043171861766271954,0.22921916408740872,1.024522515952467e-16,0.28856783678668435,parity_visibility,2.220446049250313e-16,0.043171861766271954,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.1,0.0923160040895646,0.5944008495883163,0.08244438704560478,0.23083875927651418,6.379995810055233e-17,0.15231979147555613,parity_visibility,1.1102230246251565e-16,0.08244438704560478,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.15,0.12962413425095273,0.5200723278684752,0.1174520443817712,0.23285149349880063,1.0374152913070408e-16,0.07848608965785794,parity_visibility,2.220446049250313e-16,0.1174520443817712,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.2,0.16093669988928552,0.4560188223601971,0.14791553901844717,0.23512893873207008,2.8229119474025348e-16,0.03936862003036551,parity_visibility,2.220446049250313e-16,0.14791553901844717,
Type3,16,random_boundary_07,random,0.006343182496103182,0.642462551330843,0.0019305722290941713,0.3492636939439597,0.3,0.20636719845486656,0.3588775390479704,0.19483993024651844,0.2399153322506446,5.834144288870504e-16,0.008993373865284131,parity_visibility,0.0,0.19483993024651844,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.0,1.209676370051671e-11,0.017430204286444834,0.03531982019872215,0.9472499755027363,2.5999322684715764e-17,0.5979270924771867,parity_visibility,0.0,1.209676370051671e-11,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.0001,7.974270626902401e-05,0.017503546350594642,0.035410714971718764,0.9470059959714174,7.202926292884947e-17,0.5971904235047677,parity_visibility,1.1102230246251565e-16,7.974270626902401e-05,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.001,0.0007970503921533465,0.0181632948488796,0.036227905288337296,0.9448117494706295,2.7823464383544227e-17,0.5905988683024763,parity_visibility,2.220446049250313e-16,0.0007970503921533465,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.005,0.003976830256855992,0.02108827187863613,0.03984103646987392,0.9350938613946338,2.5689809600487764e-16,0.5621256475843053,parity_visibility,2.220446049250313e-16,0.003976830256855992,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.01,0.007932358628321883,0.024727644724063223,0.044314049977134395,0.9230259466704802,2.2515291881246488e-17,0.5283557234906421,parity_visibility,2.220446049250313e-16,0.007932358628321883,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.02,0.015777839323876296,0.03194874281878742,0.053114284652691565,0.8991591332046444,1.0029759742050004e-16,0.46648065118811116,parity_visibility,3.3306690738754696e-16,0.015777839323876296,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.05,0.03875879945375366,0.05312190842629761,0.07832818618095835,0.8297911059389901,2.0779833638904945e-17,0.31935957236713347,parity_visibility,2.220446049250313e-16,0.03875879945375366,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.1,0.0749955117613248,0.0865760332457251,0.11627380896929196,0.722154646023658,9.713683267456635e-17,0.16676416886558623,parity_visibility,2.220446049250313e-16,0.0749955117613248,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.15,0.10825960325039069,0.11736633586378936,0.1489596420619623,0.6254144188238574,9.158607815998083e-17,0.08497495339990248,parity_visibility,2.220446049250313e-16,0.10825960325039069,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.2,0.13812231554013207,0.1450827903850061,0.17631504552429517,0.5404798485505665,3.267497734530416e-16,0.042145540951878474,parity_visibility,2.220446049250313e-16,0.13812231554013207,
Type3,16,random_boundary_08,random,2.6894210381224504e-06,0.10208815489701718,0.14532266649851644,0.7525864891834282,0.3,0.1863683765397306,0.19004453773850916,0.21562707802321812,0.40796000769854207,9.160850332469984e-16,0.009421603042872932,parity_visibility,0.0,0.1863683765397306,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.0,0.004418801724266331,0.00038022024589495356,0.0001868645210808073,0.9950141135087578,2.2189874472862874e-17,0.8307498884242428,parity_visibility,1.1102230246251565e-16,0.0001868645210808073,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.0001,0.004485097519309894,0.00044780981949866426,0.00027927062946231514,0.9947878220317289,1.3458699038834065e-16,0.8296874793215174,parity_visibility,2.220446049250313e-16,0.00027927062946231514,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.001,0.0050815966653934485,0.00105594625330957,0.0011102643868658674,0.9927521926944309,2.6196784890252776e-17,0.8201832474657968,parity_visibility,2.220446049250313e-16,0.00105594625330957,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.005,0.007729124358569612,0.003755048336248494,0.0047891313924620605,0.9837266959127197,7.444309780958382e-17,0.7791700704526573,parity_visibility,2.220446049250313e-16,0.003755048336248494,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.01,0.011030178460835326,0.007120230619874489,0.009354388233772968,0.972495202685517,3.1811169425013256e-17,0.7306195525868128,parity_visibility,2.220446049250313e-16,0.007120230619874489,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.02,0.017603529769546926,0.01382068888167138,0.018372665985022674,0.9502031153637588,1.6863605726644114e-17,0.6419456751452651,parity_visibility,2.220446049250313e-16,0.01382068888167138,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.05,0.03707500784579504,0.03366396000513234,0.04450734192723645,0.8847536902218359,5.0245276143774976e-17,0.43290142451823305,parity_visibility,2.220446049250313e-16,0.03366396000513234,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.1,0.06855731823069541,0.06573176047079174,0.08484442407679722,0.7808664972217154,9.20892516068791e-17,0.22002655668223153,parity_visibility,2.220446049250313e-16,0.06573176047079174,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.15,0.09852383146843326,0.0962363067446858,0.1208759645893676,0.6843638971975131,1.7520633146146722e-16,0.10890207519863798,parity_visibility,2.220446049250313e-16,0.0962363067446858,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.2,0.12656289047552605,0.12476016182435587,0.15230462430171204,0.596372323398406,4.594454104086834e-17,0.05238519580608277,parity_visibility,0.0,0.12476016182435587,
Type3,16,random_boundary_09,random,0.06058810971967282,0.017772673598923493,0.012459441401537175,0.9091797752798665,0.3,0.17505099551784417,0.17403743659581816,0.20062036345133544,0.45029120443500215,1.6097295976631113e-15,0.01100066096383797,parity_visibility,1.1102230246251565e-16,0.17403743659581816,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.0,0.9855873006787522,9.346677980543196e-07,0.014218932431574837,0.0001928322218747985,2.466213985794097e-17,0.7875118696339591,parity_visibility,1.1102230246251565e-16,9.346677980543196e-07,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.0001,0.9853589282132752,9.481192158396594e-05,0.014283887033473388,0.00026237283166735144,8.533858056485394e-17,0.7865099544266771,parity_visibility,1.1102230246251565e-16,9.481192158396594e-05,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.001,0.9833046382883243,0.0009390138551641812,0.014868306485908582,0.0008880413706026515,6.13573661907091e-17,0.7775466419743113,parity_visibility,4.440892098500626e-16,0.0008880413706026515,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.005,0.9741977014192416,0.004675881973858691,0.017461949329094457,0.0036644672778050136,1.7529142427636194e-16,0.7388622870325061,parity_visibility,2.220446049250313e-16,0.0036644672778050136,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.01,0.9628678797577538,0.009312019257864302,0.020695183949875882,0.007124917034505886,1.7204580578124701e-16,0.6930567048103276,parity_visibility,1.1102230246251565e-16,0.007124917034505886,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.02,0.9403909434746673,0.018466596478704418,0.02713128590612033,0.014011174140507603,1.2168381994117591e-16,0.6093596907186278,parity_visibility,3.3306690738754696e-16,0.014011174140507603,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.05,0.8744857168525598,0.044965497388782444,0.046176936849809266,0.03437184890884844,7.346674983954403e-17,0.41181532460768466,parity_visibility,0.0,0.03437184890884844,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.1,0.7701929868327092,0.08575614805943423,0.07689561948980225,0.06715524561805408,9.387630305913144e-17,0.2101350848619412,parity_visibility,2.220446049250313e-16,0.06715524561805408,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.15,0.673757944658138,0.12204808464560876,0.10602273861038766,0.09817123208586527,9.145545968049356e-17,0.10445851829639033,parity_visibility,2.220446049250313e-16,0.09817123208586527,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.2,0.5863099099039182,0.15355545355046846,0.13314663104555463,0.1269880055000585,3.6732237077800296e-16,0.05048356762920625,parity_visibility,2.220446049250313e-16,0.1269880055000585,
Type3,16,random_boundary_10,random,0.8810003960526989,0.0008579405487075478,0.10581860924898064,0.012323054149612864,0.3,0.4425107784541989,0.20161123728511163,0.1796531397796187,0.1762248444810707,6.688605148084075e-16,0.010707410744159589,parity_visibility,1.1102230246251565e-16,0.1762248444810707,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.0,0.002272194767088512,0.022431087415887035,0.00023923420425819443,0.9750574836127661,2.5883960621160333e-17,0.6940339233948023,parity_visibility,1.1102230246251565e-16,0.00023923420425819443,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.0001,0.002345548878947842,0.02249750562652619,0.00033704681504431776,0.9748198986794815,8.579008731582413e-17,0.6931627922813413,parity_visibility,1.1102230246251565e-16,0.00033704681504431776,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.001,0.003005471284660895,0.02309504769528827,0.0012165693198560904,0.9726829117001945,2.7086818711378433e-17,0.6853689144219828,parity_visibility,2.220446049250313e-16,0.0012165693198560904,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.005,0.005932654436762198,0.02574591999014694,0.00510828718202084,0.9632131383910699,8.277193747835548e-17,0.65171933004727,parity_visibility,1.1102230246251565e-16,0.00510828718202084,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.01,0.009578107722475221,0.029048147869281334,0.009933076782867855,0.9514406676253755,5.731436133887587e-17,0.6118481304288166,parity_visibility,1.1102230246251565e-16,0.009578107722475221,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.02,0.01682264094902981,0.03561354621004245,0.019448484181786897,0.9281153286591405,5.4855945096623205e-17,0.5389107898298631,parity_visibility,3.3306690738754696e-16,0.01682264094902981,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.05,0.03815963132526141,0.05497370530183627,0.04689646369418101,0.8599701996787211,4.061872206876118e-17,0.3662284691277411,parity_visibility,2.220446049250313e-16,0.03815963132526141,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.1,0.07221383372671898,0.08594918606168775,0.0888200868985828,0.7530168933130102,1.0320933634945195e-16,0.18875032910964934,parity_visibility,2.220446049250313e-16,0.07221383372671898,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.15,0.10401766783486706,0.11496994714312987,0.12569795308247994,0.6553144319395231,1.8887546408546125e-16,0.0948518206529664,parity_visibility,0.0,0.10401766783486706,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.2,0.13312524796089242,0.14161759876412716,0.15729739382905264,0.5679597594459276,6.196352351761159e-17,0.0463723640759833,parity_visibility,2.220446049250313e-16,0.13312524796089242,
Type3,16,random_boundary_11,random,0.03971121062017097,0.12477153363351705,0.012885521075668399,0.8226317346706437,0.3,0.1816185337242019,0.18623424881825548,0.20447315065445673,0.42767406680308573,3.636224143307089e-15,0.010073421744740175,parity_visibility,2.220446049250313e-16,0.1816185337242019,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.0,0.06852957008290676,0.9016636638293213,0.029806766087744616,2.7194219081102458e-14,1.695382479118241e-17,0.5220781168251131,parity_visibility,2.220446049250313e-16,2.7194219081102458e-14,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.0001,0.06861236808630822,0.901420285582926,0.029881221458717015,8.612487204870067e-05,1.9192779623533428e-16,0.5214475674236403,parity_visibility,1.1102230246251565e-16,8.612487204870067e-05,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.001,0.06935663529213805,0.8992317509247215,0.030550892238183636,0.0008607215449567136,5.0264729929128214e-17,0.5158049035860011,parity_visibility,0.0,0.0008607215449567136,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.005,0.07264453946556229,0.8895457858397954,0.03351784175454002,0.004291832940102073,9.39980194674077e-18,0.49141694795463653,parity_visibility,3.3306690738754696e-16,0.004291832940102073,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.01,0.07670849455328937,0.8775327690066,0.03720478234316362,0.008553954096946861,6.606824387511277e-17,0.4624622434900866,parity_visibility,2.220446049250313e-16,0.008553954096946861,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.02,0.0846825758472511,0.8538255941807034,0.044504604137954165,0.016987225834091086,5.224035902063674e-17,0.40931768191879986,parity_visibility,2.220446049250313e-16,0.016987225834091086,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.05,0.10736168130946204,0.7853303804981646,0.06578170134432974,0.04152623684804343,5.2508667507081593e-17,0.28236992475007416,parity_visibility,2.220446049250313e-16,0.04152623684804343,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.1,0.1409575174357564,0.6803986193228088,0.09897163558958531,0.07967222765184946,5.882544597069999e-17,0.1494123561264474,parity_visibility,1.1102230246251565e-16,0.07967222765184946,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.15,0.1692725134726734,0.5877273107493978,0.12898554812539706,0.11401462765253144,1.1461044707154462e-16,0.0771799792378828,parity_visibility,2.220446049250313e-16,0.11401462765253144,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.2,0.19241398372567206,0.5078783169261315,0.15549698182971589,0.1442107175184802,1.4394786235513215e-16,0.03880966772450438,parity_visibility,4.440892098500626e-16,0.1442107175184802,
Type3,16,random_boundary_12,random,0.18915017551067378,0.6861041230175231,0.12474558231751685,1.1915428640055352e-07,0.3,0.2244646313983614,0.38674983184477285,0.1972957806579163,0.1914897560989492,9.738761263783621e-16,0.008907177789480952,parity_visibility,2.220446049250313e-16,0.1914897560989492,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.0,3.152832977501945e-07,0.09315743202934504,0.0002629628824656382,0.9065792898048913,2.2507209398069946e-17,0.6159794518689177,parity_visibility,2.220446049250313e-16,3.152832977501945e-07,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.0001,8.072549042162853e-05,0.09320409003084859,0.00036361470452988566,0.9063515697741997,3.001158707380917e-17,0.6152175260144276,parity_visibility,2.220446049250313e-16,8.072549042162853e-05,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.001,0.000804021628523832,0.0936238532556592,0.0012686057908025698,0.9043035193250143,3.067599501678144e-17,0.6084001308744029,parity_visibility,1.1102230246251565e-16,0.000804021628523832,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.005,0.004010001783174398,0.0954859765346638,0.005271679040847306,0.8952323426413146,1.0150238182186842e-16,0.578954600735788,parity_visibility,0.0,0.004010001783174398,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.01,0.007997338078036712,0.09780546417198131,0.010231433958664111,0.8839657637913177,9.595299206149584e-17,0.5440386351228087,parity_visibility,1.1102230246251565e-16,0.007997338078036712,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.02,0.01590336043210685,0.10241623346163987,0.020002632857721206,0.8616777732485318,2.9270423697292483e-17,0.4800856663682979,parity_visibility,2.220446049250313e-16,0.01590336043210685,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.05,0.039042629104182304,0.11600350389544739,0.04810458389375657,0.7968492831066134,1.670112078576057e-16,0.3281632563564817,parity_visibility,3.3306690738754696e-16,0.039042629104182304,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.1,0.07547386363193559,0.1376946759181119,0.0907456819286938,0.6960857785212585,1.1053949050658569e-16,0.17089396965685616,parity_visibility,2.220446049250313e-16,0.07547386363193559,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.15,0.1088601025098754,0.1579299074412708,0.1279073682534197,0.6053026217954339,1.1946996469435981e-16,0.08683018840884345,parity_visibility,2.220446049250313e-16,0.1088601025098754,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.2,0.13878685085265915,0.17640220473827398,0.15942745313148088,0.5253834912775859,2.6000286968552475e-16,0.042939492114278485,parity_visibility,1.1102230246251565e-16,0.13878685085265915,
Type3,16,random_boundary_13,random,0.00044069040486742944,0.23954762348842454,0.012727125842192653,0.7472845602645155,0.3,0.1870285286414436,0.20700959811281164,0.20578401746188704,0.40017785578385756,5.451012390054571e-16,0.009544038309461253,parity_visibility,2.220446049250313e-16,0.1870285286414436,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.0,0.000725051881557404,5.718211598864317e-06,0.2008981316752503,0.7983710982315934,2.1581381689206785e-18,0.5319770458673352,parity_visibility,0.0,5.718211598864317e-06,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.0001,0.0008092779911770697,9.022338103056981e-05,0.20092965849336566,0.7981708401344266,1.1473928794924302e-16,0.5313326469696267,parity_visibility,0.0,9.022338103056981e-05,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.001,0.001566829644354484,0.0008502842444847055,0.20121291753123774,0.7963699685799229,9.570670862539957e-17,0.525566144830854,parity_visibility,1.1102230246251565e-16,0.0008502842444847055,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.005,0.004923140353194551,0.004217696153453794,0.20246134158121876,0.7883978219121327,1.5625928913996156e-16,0.5006450277577519,parity_visibility,2.220446049250313e-16,0.004217696153453794,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.01,0.009093953671021534,0.008402268572407836,0.20399775004773285,0.7785060277088377,8.60139549142393e-17,0.47106189664641457,parity_visibility,1.1102230246251565e-16,0.008402268572407836,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.02,0.01735191927379344,0.01668735685211857,0.20699016564690878,0.7589705582271791,9.836062628744165e-17,0.4167779300207025,parity_visibility,1.1102230246251565e-16,0.01668735685211857,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.05,0.04142329178357009,0.040836855968253497,0.21532540644917048,0.7024144457990057,1.716456786134738e-16,0.2871973847640059,parity_visibility,2.220446049250313e-16,0.040836855968253497,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.1,0.07898024852948626,0.0785127460155678,0.2271015218536509,0.6154054836012949,1.425016662019732e-16,0.15167691357870045,parity_visibility,2.220446049250313e-16,0.0785127460155678,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.15,0.1129571902234927,0.11259383249879701,0.23632343481524,0.53812554246247,9.498204119335162e-17,0.07819728890426161,parity_visibility,2.220446049250313e-16,0.11259383249879701,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.2,0.1429839722374538,0.14270951262899173,0.2431712466335512,0.47113526850000303,8.859464033096888e-17,0.03924502722788243,parity_visibility,2.220446049250313e-16,0.14270951262899173,
Type3,16,random_boundary_14,random,0.019639525402907795,0.0017441207853837015,0.32691465951967763,0.651701694292031,0.3,0.19035550993726796,0.19021380315647182,0.2508650669824781,0.36856561992378195,1.7274519107071499e-15,0.008974314610210244,parity_visibility,2.220446049250313e-16,0.19021380315647182,
