circuit,n_cnot,case,case_kind,p_in_PhiP,p_in_PhiM,p_in_PsiP,p_in_PsiM,q,p_out_PhiP,p_out_PhiM,p_out_PsiP,p_out_PsiM,max_bell_offdiag,trace_weight,trace_weight_meaning,norm_err,min_bell_pop,backend_cross_check
Type4,14,random_uniform_32,random,0.13534986404050386,0.4628827029739982,0.2317972941904191,0.16997013879507886,0.05,0.09309798657985227,0.609849543117116,0.1812814831708269,0.1157709871322047,2.2597285855565527e-16,0.1849156131445032,parity_visibility,1.1102230246251565e-16,0.09309798657985227,
Type4,14,random_uniform_32,random,0.13534986404050386,0.4628827029739982,0.2317972941904191,0.16997013879507886,0.1,0.12347041513469816,0.5480137930491413,0.19116835890063996,0.13734743291552043,2.2845233655011436e-16,0.10558396386033966,parity_visibility,1.1102230246251565e-16,0.12347041513469816,
Type4,14,random_uniform_32,random,0.13534986404050386,0.4628827029739982,0.2317972941904191,0.16997013879507886,0.15,0.14955007477298946,0.49381114477772764,0.20014101144424862,0.15649776900503412,3.0027284594811504e-16,0.05849273748996893,parity_visibility,1.1102230246251565e-16,0.14955007477298946,
Type4,14,random_uniform_32,random,0.13534986404050386,0.4628827029739982,0.2317972941904191,0.16997013879507886,0.2,0.17166237665538006,0.4467727142801577,0.20822082937131334,0.17334407969314883,2.4851860735468285e-16,0.031324042844597624,parity_visibility,1.1102230246251565e-16,0.17166237665538006,
Type4,14,random_uniform_32,random,0.13534986404050386,0.4628827029739982,0.2317972941904191,0.16997013879507886,0.3,0.2053375869069748,0.37219602804569785,0.22180982176545738,0.20065656328186973,5.105761648736474e-16,0.007964330604875374,parity_visibility,2.220446049250313e-16,0.20065656328186973,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.0,0.9600505929144548,0.0004975520216477201,0.028486693262718278,0.010965161801179063,4.307417189094704e-16,0.6145480054154924,parity_visibility,2.220446049250313e-16,0.0004975520216477201,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.0001,0.959862338952025,0.0005792586362539404,0.028537502183488668,0.011020900228232421,4.566807403340549e-16,0.6138609008005,parity_visibility,0.0,0.0005792586362539404,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.001,0.9581691875045564,0.0013139656903257437,0.028994557914496264,0.01152228889062164,4.140276622273575e-16,0.6077086295509027,parity_visibility,0.0,0.0013139656903257437,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.005,0.9506687820856179,0.004565120768038441,0.03102102081711836,0.013745076329225002,4.597646365321042e-16,0.581044248730816,parity_visibility,4.440892098500626e-16,0.004565120768038441,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.01,0.9413500643456442,0.008596440354229165,0.03354283340673179,0.016510661893394816,4.618037536388498e-16,0.549225355766783,parity_visibility,1.1102230246251565e-16,0.008596440354229165,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.02,0.9229022574136683,0.01655033472099849,0.03854874087794593,0.0219986669873872,4.357391758684357e-16,0.49033511817558795,parity_visibility,1.1102230246251565e-16,0.01655033472099849,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.05,0.8690820938199613,0.03954229792396109,0.05326154263595211,0.03811406562012533,3.8562491731867854e-16,0.34667142697314945,parity_visibility,2.220446049250313e-16,0.03811406562012533,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.1,0.7844997753857181,0.07496746853713793,0.07674444235998679,0.06378831371715683,3.4826213504585177e-16,0.1901287342195707,parity_visibility,2.220446049250313e-16,0.06378831371715683,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.15,0.7063833786204791,0.10679040209897969,0.09888742255186549,0.08793879672867556,3.008473014257488e-16,0.10107254993596707,parity_visibility,2.220446049250313e-16,0.08793879672867556,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.2,0.6348014535310829,0.13504510894375987,0.11963951838991502,0.11051391913524203,2.778079778150401e-16,0.051895093777305126,parity_visibility,2.220446049250313e-16,0.11051391913524203,
Type4,14,random_uniform_33,random,0.7681127371509597,0.01748626897008263,0.13231190621212618,0.08208908766683153,0.3,0.5114175021615421,0.18109672454914147,0.15675873134040866,0.15072704194890757,1.166638094793305e-15,0.012107694866507451,parity_visibility,2.220446049250313e-16,0.15072704194890757,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.0,0.6440619892617035,0.0038183713195037426,0.3192257628624166,0.03289387655637597,2.9643351039473325e-16,0.38545469844001956,parity_visibility,2.220446049250313e-16,0.0038183713195037426,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.0001,0.6439357696392257,0.0039032295292751496,0.3191992441026826,0.03296175672881646,2.9855438711664993e-16,0.3850423546422046,parity_visibility,0.0,0.0039032295292751496,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.001,0.6428008978866261,0.0046661390636880415,0.3189608591732256,0.03357210387646021,3.01109188233829e-16,0.3813493723881828,parity_visibility,0.0,0.0046661390636880415,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.005,0.6377810689267066,0.008039129194253956,0.3179075463142345,0.0362722555648049,2.7174418384695095e-16,0.36532476597127456,parity_visibility,0.0,0.008039129194253956,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.01,0.6315614171308576,0.012214758622776366,0.316605051326932,0.039618772919433914,3.062614347576215e-16,0.3461605142523048,parity_visibility,2.220446049250313e-16,0.012214758622776366,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.02,0.6193054229899696,0.02043113181704393,0.3140470015983195,0.046216443594666805,3.101079924100486e-16,0.3105617688962241,parity_visibility,2.220446049250313e-16,0.02043113181704393,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.05,0.5839944660120754,0.044010571217971764,0.30674418064003767,0.06525078212991507,3.28474872254344e-16,0.22287854753295971,parity_visibility,0.0,0.044010571217971764,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.1,0.5299298002806279,0.07981209062716922,0.29578062627052654,0.09447748282167628,2.408069128284057e-16,0.12542601771958842,parity_visibility,0.0,0.07981209062716922,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.15,0.481703684052463,0.11137931054403603,0.2862673534581069,0.12064965194539405,4.0361234322342015e-16,0.06848591540363938,parity_visibility,1.1102230246251565e-16,0.11137931054403603,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.2,0.4391188662835136,0.13889374202028515,0.27812753657505046,0.14385985512115057,2.1589740478101287e-16,0.03615192159823092,parity_visibility,2.220446049250313e-16,0.13889374202028515,
Type4,14,random_uniform_34,random,0.49825367017970795,0.03836416512178203,0.3507806581874463,0.11260150651106372,0.3,0.3699087761136254,0.18262005648900095,0.26561552663847193,0.18185564075890165,1.9497515711904245e-15,0.008936748608833187,parity_visibility,2.220446049250313e-16,0.18185564075890165,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.0,0.03844383692808885,0.03856290930378962,0.7730463330961778,0.1499469206719436,6.67662261671355e-17,0.36337628088956986,parity_visibility,1.1102230246251565e-16,0.03844383692808885,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.0001,0.03850467805798083,0.03862371023930074,0.7728803445341055,0.14999126716861286,1.1135297574196284e-16,0.3629904166259161,parity_visibility,1.1102230246251565e-16,0.03850467805798083,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.001,0.039051792494535435,0.039170463310136,0.7713879069808536,0.15038983721447485,1.325362796021403e-16,0.3595344435191207,parity_visibility,1.1102230246251565e-16,0.039051792494535435,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.005,0.04147348967930898,0.041590562773032226,0.7647866118304949,0.15214933571716366,1.097101359074826e-16,0.3445352244651925,parity_visibility,2.220446049250313e-16,0.04147348967930898,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.01,0.04447784062200933,0.04459293569143661,0.7566078019029462,0.15432142178360772,9.700327241804019e-17,0.32659053894415446,parity_visibility,1.1102230246251565e-16,0.04447784062200933,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.02,0.05041071357696157,0.05052191610949028,0.7404921558805717,0.15857521443297606,1.1591549814274675e-16,0.2932364654107865,parity_visibility,3.3306690738754696e-16,0.05041071357696157,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.05,0.06760426569439568,0.0677042938215654,0.6940666563472545,0.17062478413678425,1.0762541877103911e-16,0.21094825188994643,parity_visibility,1.1102230246251565e-16,0.06760426569439568,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.1,0.09425622366449063,0.09433927017228194,0.6229912334354979,0.18841327272772943,1.506012668207932e-16,0.11919042048458095,parity_visibility,1.1102230246251565e-16,0.09425622366449063,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.15,0.1184336545206861,0.11850170281615462,0.559578877778147,0.2034857648850121,8.7255172066241e-17,0.06534544249647732,parity_visibility,2.220446049250313e-16,0.1184336545206861,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.2,0.14018301058800395,0.14023795403825867,0.5035475949435362,0.21603144043020106,4.1165095936065113e-16,0.03463470429700505,parity_visibility,1.1102230246251565e-16,0.14018301058800395,
Type4,14,random_uniform_35,random,0.11819297139023976,0.11837586985147298,0.5300063221092829,0.23342483664900426,0.3,0.17665251544471533,0.17668651484402814,0.4122890094920831,0.23437196021917317,1.0295272366202973e-15,0.00863115489057377,parity_visibility,2.220446049250313e-16,0.17665251544471533,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.0,0.01988047227240898,0.00983104774163617,0.9671303730865206,0.003158106899433987,9.380518599875528e-17,0.6105665069512174,parity_visibility,2.220446049250313e-16,0.003158106899433987,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.0001,0.019933581073025588,0.009886989177162705,0.9669399903636189,0.0032394393861926896,1.2020107947678484e-16,0.6098841775074693,parity_visibility,2.220446049250313e-16,0.0032394393861926896,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.001,0.020411321889777116,0.010390204893721413,0.9652276960206844,0.003970777195817075,1.2989993413894606e-16,0.6037746471632623,parity_visibility,0.0,0.003970777195817075,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.005,0.022529417067395637,0.01262111199375718,0.9576425584731542,0.007206912465692741,1.2267056495060991e-16,0.5772951789711602,parity_visibility,3.3306690738754696e-16,0.007206912465692741,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.01,0.025165077057031623,0.015396845356510428,0.9482187235342708,0.011219354052186704,1.3094905828145045e-16,0.5456962157612888,parity_visibility,4.440892098500626e-16,0.011219354052186704,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.02,0.030396364009442962,0.020905137236133266,0.9295633441518131,0.01913515460261052,1.186764200064936e-16,0.48721076974514693,parity_visibility,2.220446049250313e-16,0.01913515460261052,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.05,0.0457666783325563,0.03708127030662833,0.8751417918034087,0.0420102595574066,1.0104700013119717e-16,0.3445199841139652,parity_visibility,1.1102230246251565e-16,0.03708127030662833,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.1,0.07028267601638599,0.06285594402153452,0.7896283831682827,0.07723299679379662,1.143661452169947e-16,0.1890042414538057,parity_visibility,2.220446049250313e-16,0.06285594402153452,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.15,0.09337917497465359,0.08710515042297508,0.710669876924703,0.10884579767766817,1.2293831031358724e-16,0.10050621459837364,parity_visibility,2.220446049250313e-16,0.08710515042297508,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.2,0.11500407469258334,0.10977646114192285,0.6383342619177393,0.13688520224775444,2.099354872063506e-16,0.051621487286215045,parity_visibility,0.0,0.10977646114192285,
Type4,14,random_uniform_36,random,0.11017418260148465,0.07747585739623315,0.7684382952858773,0.04391166471640492,0.3,0.15362377627199897,0.15017101542384584,0.5137024198034266,0.1825027885007284,5.754179069855626e-16,0.012052585802773196,parity_visibility,2.220446049250313e-16,0.15017101542384584,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.0,0.3472369746048286,0.03996030900781421,0.05999017475519689,0.5528125416321602,1.4180031295782612e-16,0.3164654530936407,parity_visibility,0.0,0.03996030900781421,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.0001,0.3471993490688451,0.04003267385117251,0.060061008543471954,0.5527069685365102,1.9161675169676234e-16,0.3161358508725137,parity_visibility,2.220446049250313e-16,0.04003267385117251,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.001,0.3468611596399878,0.04068321292661842,0.06069771449545995,0.5517579129379336,1.6861242220032745e-16,0.3131834598393066,parity_visibility,2.220446049250313e-16,0.04068321292661842,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.005,0.3453676677911473,0.04355830897215725,0.06351016869194695,0.5475638545447483,2.243195767346339e-16,0.3003629191213129,parity_visibility,2.220446049250313e-16,0.04355830897215725,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.01,0.34352269559714693,0.04711512575799146,0.06698604690102397,0.5423761317438375,1.773219874537242e-16,0.28500949086616223,parity_visibility,1.1102230246251565e-16,0.04711512575799146,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.02,0.3399051824911949,0.05410598807616512,0.07380643656398055,0.5321823928686593,1.2048450608020737e-16,0.25642475431507755,parity_visibility,1.1102230246251565e-16,0.05410598807616512,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.05,0.3296216377996719,0.07411067954835096,0.09323459366629154,0.5030330889856853,1.4186467126510375e-16,0.1855995128698113,parity_visibility,2.220446049250313e-16,0.07411067954835096,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.1,0.31430751705906446,0.10432398196849917,0.12229433619275569,0.4590741647796806,1.1447381622471865e-16,0.10594141713423667,parity_visibility,0.0,0.10432398196849917,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.15,0.30114108983423177,0.1308137743822729,0.1474337537334342,0.4206113820500609,4.44176757239339e-16,0.05867276392207196,parity_visibility,3.3306690738754696e-16,0.1308137743822729,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.2,0.2899619922726395,0.15380695541095687,0.16893013227542156,0.3873009200409819,9.253675696201914e-17,0.03141101675761614,parity_visibility,2.220446049250313e-16,0.15380695541095687,
Type4,14,random_uniform_37,random,0.33149435364600427,0.11245468996853732,0.13778540501471875,0.4182655513707397,0.3,0.2728973369339343,0.19026977081460644,0.20215578063540862,0.3346771116160505,1.5159422720570859e-15,0.007981848650213605,parity_visibility,1.1102230246251565e-16,0.19026977081460644,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.0,0.08733625916139014,0.0019409335419266992,0.6467450034409676,0.26397780385571545,1.6410511055158383e-16,0.36395979924506283,parity_visibility,1.1102230246251565e-16,0.0019409335419266992,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.0001,0.08738086685134078,0.0020143486676829337,0.6466214302936362,0.26398335418734,8.990742910771998e-17,0.3635732351443762,parity_visibility,1.1102230246251565e-16,0.0020143486676829337,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.001,0.08778203217266801,0.002674506276405166,0.6455103286707853,0.26403313288014135,1.0755729970915697e-16,0.3601109980384736,parity_visibility,2.220446049250313e-16,0.002674506276405166,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.005,0.08955837033635099,0.005595946268234349,0.640595096430684,0.26425058696473036,2.2833990107810006e-16,0.3450846786569779,parity_visibility,3.3306690738754696e-16,0.005595946268234349,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.01,0.09176359327180653,0.009218855546945967,0.6345037848036496,0.2645137663775978,1.2837144550822597e-16,0.3271077607868321,parity_visibility,1.1102230246251565e-16,0.009218855546945967,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.02,0.09612335321221396,0.01636852832565535,0.6224964596715543,0.26501165879057603,1.649079831118608e-16,0.29369436202294796,parity_visibility,4.440892098500626e-16,0.01636852832565535,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.05,0.10879687935758091,0.037051589921486265,0.5878676080150728,0.2662839227058599,1.71985720064564e-16,0.21126356191967333,parity_visibility,2.220446049250313e-16,0.037051589921486265,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.1,0.12856669808626098,0.06899483013228179,0.5347286341241718,0.267709837657285,1.157777802534067e-16,0.11935522330325106,parity_visibility,4.440892098500626e-16,0.06899483013228179,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.15,0.1466497678760103,0.09783110399684039,0.4871694358860236,0.26834969224112554,7.386060557349151e-17,0.06542844317268381,parity_visibility,2.220446049250313e-16,0.09783110399684039,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.2,0.16305837262707104,0.12363685617656789,0.4450018552307658,0.2683029159655952,1.2805124633526105e-16,0.034674803373060385,parity_visibility,0.0,0.12363685617656789,
Type4,14,random_uniform_38,random,0.17828877516880962,0.02657859631861031,0.48516922987254896,0.30996339864003114,0.3,0.1909489274607152,0.1665492007297194,0.37593434511787444,0.2665675266916908,2.0070161133779252e-15,0.00863923153571921,parity_visibility,1.1102230246251565e-16,0.1665492007297194,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.0,0.051429190213111445,0.015696489984875158,0.9285172050435784,0.004357114758434829,1.8836402620196784e-16,0.5238311009533497,parity_visibility,2.220446049250313e-16,0.004357114758434829,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.0001,0.05147703359525497,0.01575488976180827,0.9283275726672168,0.004440503975719887,1.4459871070634685e-16,0.5232527967705086,parity_visibility,1.1102230246251565e-16,0.004440503975719887,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.001,0.051907387514141375,0.016280174424845945,0.926622149465475,0.005190288595537375,1.444679321270014e-16,0.5180743605394973,parity_visibility,2.220446049250313e-16,0.005190288595537375,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.005,0.053814915295371885,0.018607943755487882,0.9190701163575015,0.008507024591638438,1.21065213201118e-16,0.49562314251659,parity_visibility,3.3306690738754696e-16,0.008507024591638438,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.01,0.056187461914469196,0.021501950934089884,0.909693533821608,0.01261705332983262,1.426403033181232e-16,0.4688152640426225,parity_visibility,2.220446049250313e-16,0.01261705332983262,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.02,0.060892853151476,0.027237455252537193,0.8911521028510724,0.020717588744914254,1.0316358917824319e-16,0.41914804611869255,parity_visibility,2.220446049250313e-16,0.020717588744914254,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.05,0.07468838736454275,0.04402082049073713,0.8372252961344043,0.04406549601031558,1.0780942721420532e-16,0.2976516325255031,parity_visibility,1.1102230246251565e-16,0.04402082049073713,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.1,0.09659175636421102,0.0705622292060136,0.7530257550473977,0.07982025938237752,1.510534312031419e-16,0.1645076009413366,parity_visibility,2.220446049250313e-16,0.0705622292060136,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.15,0.11709656085285174,0.09527895674708851,0.6759481958214325,0.11167628657862695,9.754017788149672e-17,0.08816881804331766,parity_visibility,3.3306690738754696e-16,0.09527895674708851,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.2,0.13616048022863064,0.11813151519814688,0.6059968916274144,0.13971111294580799,2.6345042802102887e-16,0.04566107557155705,parity_visibility,1.1102230246251565e-16,0.11813151519814688,
Type4,14,random_uniform_39,random,0.16413472920279065,0.09067695203236813,0.6974139300100803,0.047774388754761095,0.3,0.16980826518258488,0.1581101028334935,0.48731646411893437,0.1847651678649872,1.0084134863546407e-15,0.010852056137861311,parity_visibility,1.1102230246251565e-16,0.1581101028334935,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.0,0.16408047187742378,5.942626565958972e-05,0.49198203807050617,0.34387806378641017,1.702835488995579e-16,0.345775499061307,parity_visibility,3.3306690738754696e-16,5.942626565958972e-05,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.0001,0.16410168223546834,0.0001371524297034195,0.4919070541341804,0.3438541112006476,1.101173292839671e-16,0.3454107441232024,parity_visibility,2.220446049250313e-16,0.0001371524297034195,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.001,0.16429246533856887,0.0008360149195969647,0.49123284438262776,0.34363867535920634,1.1116577499007451e-16,0.34214371328466986,parity_visibility,1.1102230246251565e-16,0.0008360149195969647,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.005,0.16513798869161792,0.003927425931224672,0.48825040705154865,0.34268417832560855,1.0922036150210359e-16,0.3279619268761761,parity_visibility,2.220446049250313e-16,0.003927425931224672,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.01,0.166189363740926,0.007758120565169922,0.4845545689779493,0.3414979467159546,9.439580134211057e-17,0.310989472201206,parity_visibility,2.220446049250313e-16,0.007758120565169922,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.02,0.16827358572870807,0.015307960730350331,0.47726992842192556,0.3391485251190159,1.2822346995530588e-16,0.2794248375593411,parity_visibility,2.220446049250313e-16,0.015307960730350331,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.05,0.17437621426405325,0.03707197013772801,0.45626583160838646,0.332285983989832,1.4287762963192002e-16,0.2014374918782953,parity_visibility,2.220446049250313e-16,0.03707197013772801,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.1,0.18403559709234227,0.07044329551593109,0.4240450435879866,0.3214760638037398,9.159436858116754e-17,0.11421943983112148,parity_visibility,2.220446049250313e-16,0.07044329551593109,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.15,0.19303625249903408,0.10028717280125647,0.3952125092315617,0.31146406546814753,1.1033820497729247e-16,0.06284187636225474,parity_visibility,2.220446049250313e-16,0.10028717280125647,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.2,0.20135908956286327,0.12673487809937395,0.36964424845659594,0.3022617838811667,2.9199311565390004e-16,0.033425187779622306,parity_visibility,2.220446049250313e-16,0.12673487809937395,
Type4,14,random_boundary_00,random,0.2381911145480263,0.004533006360660349,0.412450402767446,0.34482547632386745,0.3,0.21591587234739618,0.17005610124648213,0.3277187170856372,0.2863093093204842,1.683328194215498e-15,0.00838753741432667,parity_visibility,2.220446049250313e-16,0.17005610124648213,
Type4,14,random_boundary_01,random,0.06323788782628956,0.07369556019240787,0.8630622817872763,4.27019402626521e-06,0.0,0.005301598348381518,0.0072000375182128045,0.9874983641092315,2.4173800567806666e-11,9.561826834846622e-17,0.7543065683108972,parity_visibility,3.3306690738754696e-16,2.4173800567806666e-11,
Type4,14,random_boundary_01,random,0.06323788782628956,0.07369556019240787,0.8630622817872763,4.27019402626521e-06,0.0001,0.005354568352554704,0.007252502028143495,0.9873141770781562,7.875254114526745e-05,1.3507951847114926e-16,0.7534518456303423,parity_visibility,3.3306690738754696e-16,7.875254114526745e-05,
Type4,14,random_boundary_01,random,0.06323788782628956,0.07369556019240787,0.8630622817872763,4.27019402626521e-06,0.001,0.005831090751693284,0.007724478004984952,0.9856574869006411,0.0007869443426805247,1.5423150982096426e-16,0.7457992830789,parity_visibility,1.1102230246251565e-16,0.0007869443426805247,
Type4,14,random_boundary_01,random,0.06323788782628956,0.07369556019240787,0.8630622817872763,4.27019402626521e-06,0.005,0.007944441315389267,0.009817688171946979,0.9783160590237128,0.003921811488950803,1.7532571319723236e-16,0.7126440990147065,parity_visibility,2.220446049250313e-16,0.003921811488950803,
Type4,14,random_boundary_01,random,0.06323788782628956,0.07369556019240787,0.8630622817872763,4.27019402626521e-06,0.01,0.010575714175502748,0.012423937019079134,0.9691890117117292,0.007811337093688755,1.3818536292121078e-16,0.6731052316100571,parity_visibility,1.1102230246251565e-16,0.007811337093688755,
